,file_ids,start_times,stop_times,texts,labels
298,Ses01F_impro06_M011,155.0700,158.3800,"But I mean she could, but it was- so it was kind of sitting at her feet holding her up and she had these poems she had memorized.  And I remember looking up, she had curly red hair and there was this palm tree right behind her and it was like a crown growing right out of her head.  It was cool.",neu
299,Ses01F_impro06_M012,165.6100,168.1000,Mmhmm.,neu
300,Ses01F_impro06_M013,174.3900,177.1500,"Some, I guess.  She memorized this one, John Dunn, it's called, Death Be Not Proud. and-",neu
301,Ses01F_impro06_M014,219.7300,221.0300,So she wrote a lot of poetry?,neu
302,Ses01F_impro06_M015,255.3500,257.3100,"There's another one, I can't remember.",neu
303,Ses01F_impro06_M016,262.9900,266.1750,"I remember, too, when we were--  she died at U.C.L.A.  She had brain surgery and there was not much hope to begin with, but I gave blood for her surgery, her mom and I before, so we dropped her off in the waiting room and then we were giving blood and came back.  And she, in her wheelchair, like can hardly do anything, reciting her poetry for these people like in the waiting room.  All she needs is a God damn audience.  You know?",neu
304,Ses01F_impro06_M017,308.2400,310.0100,Mmhmm.Mmhmm.Mmhmm.,xxx
305,Ses01F_impro07_F000,3.9500,10.5900,Did you get the letter?,exc
306,Ses01F_impro07_F001,11.3600,16.5575,"Yes.  There's a big envelope it says, you're in. I know.",xxx
307,Ses01F_impro07_F002,19.6100,31.6500,Yeah. That is so awesome.,exc
308,Ses01F_impro07_F003,32.5200,34.9000,Oh my God. What are you going to do? [LAUGHTER],exc
309,Ses01F_impro07_F004,37.1625,42.4900,So I have to move back to the ghetto but...I know.,exc
310,Ses01F_impro07_F005,42.9550,45.8850,"Oh-Yeah, I bet you're really excited. Oh.  That's what loans are for?  Right? Exactly.",exc
311,Ses01F_impro07_F006,46.2800,55.4100,"I'm really excited.  Yeah. I don't know how I'm going to pay for anything, but... I also- Yeah.  Loans, too, yeah. I applied, though, for a bunch of grants and scholarships so I'm still waiting to hear on that.",xxx
312,Ses01F_impro07_F007,63.0200,72.7500,"Oh.  Good, good.  That's awesome. Are you going to stay around here?  Or are you going to like get a different neighborhood- you going to move to a different neighborhood?",xxx
313,Ses01F_impro07_F008,73.5050,80.7800,"Oh- I know, I know, I know, I know.",xxx
314,Ses01F_impro07_F009,81.0275,83.3050,"I don't know.  I spend so much time commuting as it is, I'd rather.",exc
315,Ses01F_impro07_F010,84.5100,88.3100,This is so- I am so happy that you're going to stay.  You're not going to...We should totally throw a party.,exc
316,Ses01F_impro07_F011,89.5600,94.8150,I know. We should throw a party.,xxx
317,Ses01F_impro07_F012,94.8600,100.7400,"At Arapaho we could afford that. [GARBAGE]. Yeah.  So what are you doing this summer, though?  You're staying around, too, yeah?",exc
318,Ses01F_impro07_F013,103.2600,110.4600,A rapper party ho. Yeah. Okay.,exc
319,Ses01F_impro07_F014,115.6800,126.4100,"I am just- Yeah.  I'm sticking around, I'm just doing my thing.  I'm living here.  I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo.",xxx
320,Ses01F_impro07_F015,127.4300,130.3175,It's a relief too. I mean I was thinking I was going to have to pack up all of my stuff but yeah. Hooray for U.S.C.,xxx
321,Ses01F_impro07_F016,133.3125,142.3625,Yeah.  Big time.,exc
322,Ses01F_impro07_M000,2.9700,4.7800,Mmhmm. Mmhmm. Yay. So what major?  What are you doing?,exc
323,Ses01F_impro07_M001,7.5325,11.9600,"Umm. It's...It's uhh...It's Critical Studies. It's a really prestigious program, so they say.",exc
324,Ses01F_impro07_M002,13.9200,19.0900,"Oh, okay.",exc
325,Ses01F_impro07_M003,20.6800,28.0600,Ooh. Fancy.,exc
326,Ses01F_impro07_M004,30.9150,38.8100,Yeah.  I'm not sure.,exc
327,Ses01F_impro07_M005,41.1700,46.9975,Is this a Masters or a P.h.D.?  Or can you...? Nice,exc
328,Ses01F_impro07_M006,47.1100,52.8125,Umm...P.h.D. [LAUGHTER],exc
329,Ses01F_impro07_M007,54.1600,63.2800,"That's good.  Don't you have to like teach a class, too, when you do that?",exc
330,Ses01F_impro07_M008,64.6275,67.2400,"Um, yeah, yeah.  I'm a TA for two sessions. Mmhmm.",exc
331,Ses01F_impro07_M009,67.7250,74.0325,"Teacher. Mrs. Nash, I have a question.",exc
332,Ses01F_impro07_M010,76.6200,78.1700,So I get to mold young minds. Mrs.?  That's my mother.,xxx
333,Ses01F_impro07_M011,78.8400,81.3600,You have to get married.  Well you are married to Chuck.  You're Mrs. Nash.  Not to be confused with Mrs. Dash which is the popular seasoning.,xxx
334,Ses01F_impro07_M012,82.6575,87.1025,"I would be like- Oh. Right, right, right.",neu
335,Ses01F_impro07_M013,87.5875,90.6500,"Mrs. Nash.  That's so awesome, though.",neu
336,Ses01F_impro07_M014,94.2900,99.3700,"Yeah. Yeah I'm excited. Hooray.  And then I'll be a millionaire once I graduate, you understand? Because that's the way it works.",exc
337,Ses01F_impro07_M015,99.9875,110.5400,Yay...School's fun.,exc
338,Ses01F_impro07_M016,110.5400,116.2800,"Of course, right.  That's where the real money is, being a student.",xxx
339,Ses01F_impro07_M017,116.2800,119.8507,Yeah.  Totally. [LAUGHTER],exc
340,Ses01F_impro07_M018,123.2575,128.0400,That's how you get the big bucks.  Are you messing with the chair? Don't ruin it.,neu
341,Ses01F_impro07_M019,128.5400,141.6850,"I know. I made such a mess of it, the entire time.  The last three things I've done, I've ruined everything, I think. Mm-hmm.  Yeah.",hap
342,Ses01F_script01_1_F000,6.2100,9.3200,What's he going to say?,fru
343,Ses01F_script01_1_F001,9.3500,12.8955,Maybe we should tell him before he sees it.,xxx
344,Ses01F_script01_1_F002,14.3063,19.5526,He saw it.,sur
345,Ses01F_script01_1_F003,22.3200,24.6667,How could he see it?  I was the first one up; he was still in bed.,xxx
346,Ses01F_script01_1_F004,35.3799,39.0900,He was out here when it broke.,xxx
347,Ses01F_script01_1_F005,40.0200,44.9688,When?,neu
348,Ses01F_script01_1_F006,46.9500,52.3200,Four o clock this morning.  I heard a crack and I woke up and looked out.  He was standing right over there when it cracked.,xxx
349,Ses01F_script01_1_F007,58.9500,60.8800,What was he doing out here at four o clock in the morning?,xxx
350,Ses01F_script01_1_F008,67.6000,70.6700,I don't know.,xxx
351,Ses01F_script01_1_F009,78.3648,81.5611,"He's dreaming of him again, walking around.",fru
352,Ses01F_script01_1_F010,100.1400,102.3482,I guess he is.,fru
353,Ses01F_script01_1_F011,104.2900,108.7408,It's getting to be just like after he died.  What's the meaning of that?,fru
354,Ses01F_script01_1_F012,117.8228,129.5100,"I don't know the meaning of it.  But I know one thing, Mom, you've made a terrible mistake with father.",fru
355,Ses01F_script01_1_F013,134.0100,141.9500,What?,xxx
356,Ses01F_script01_1_F014,150.2700,152.6736,"Being dishonest with him, you know.  This kind of thing always pays off and it's paying off.",fru
357,Ses01F_script01_1_F015,156.1786,160.6700,What do you mean dishonest?,neu
358,Ses01F_script01_1_F016,165.6573,169.5590,You know Larry is not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?,xxx
359,Ses01F_script01_1_F017,171.6300,175.4900,What do you want to do?  Argue with him?,xxx
360,Ses01F_script01_1_F018,176.9600,179.7500,I don't want to argue but it's time he realized that nobody believes Larry is alive.,xxx
361,Ses01F_script01_1_F019,183.9800,186.0500,"You know?  Why shouldn't he walk the nights thinking of him, dreaming of him?   Do we contradict him?  Do we say, we don't have any hope anymore?  That we haven't had any hope for years now?",xxx
362,Ses01F_script01_1_F020,194.0600,198.9100,You can't say that to him.,xxx
363,Ses01F_script01_1_F021,205.1600,215.1700,We've got to say it to him.,fru
364,Ses01F_script01_1_F022,219.0400,223.8200,Where's the proof?  Do you have any proof?,fru
365,Ses01F_script01_1_F023,235.2000,238.5600,"For God's sake, three years?  Nobody comes back after three years; that's insane.",fru
366,Ses01F_script01_1_F024,241.3769,245.1904,"To you it is, to me it is, but to your father, you can talk yourself until you are blue in the face.  But there is no grave and there is no body, so where are you?",fru
367,Ses01F_script01_1_F025,246.8000,251.4508,"Sit down, Mom.  I want to talk to you.",fru
368,Ses01F_script01_1_F026,266.8300,270.7300,"It's that the trouble is those God damn newspapers.  Every month some new boy comes back and so the next one is going to be Larry, they just--",fru
369,Ses01F_script01_1_F027,274.1997,277.2100,"All right, all right, all right.  You know why I asked Annie here, right?",fru
370,Ses01F_script01_1_F028,278.1500,282.5900,Why?,fru
371,Ses01F_script01_1_F029,282.7300,286.9200,You know.,fru
372,Ses01F_script01_1_F030,299.3100,302.1950,"Well I got an idea, but what's your story?",fru
373,Ses01F_script01_1_F031,304.2300,308.9800,I'm going to ask her to marry me.,fru
374,Ses01F_script01_1_F032,309.0400,312.7098,"Well that's only your business, Chris.",fru
375,Ses01F_script01_1_F033,312.7400,318.2648,You know it's not just my business.,fru
376,Ses01F_script01_1_F034,323.3348,326.0750,Well what do you want me to do?  You're old enough to know your own mind.,neu
377,Ses01F_script01_1_F035,341.9700,344.8052,"So all right then, I'll just go ahead with it?",ang
378,Ses01F_script01_1_F036,349.6300,352.5866,Well you want to make sure that your father is not going to --,xxx
379,Ses01F_script01_1_F037,356.4000,359.8700,Then it's not just my business.,ang
380,Ses01F_script01_1_F038,361.8100,364.6100,I'm just saying.,ang
381,Ses01F_script01_1_F039,382.6000,387.9700,"You know sometimes you infuriate me.  you know that?  Isn't it your business if I tell father and he throws a fit about it?  God, you have such a talent for ignoring things.",fru
382,Ses01F_script01_1_F040,389.5400,392.9042,Oh.  I ignore what I got to ignore.  That girl is Larry's girl.,fru
383,Ses01F_script01_1_F041,394.9100,404.6900,She's not Larry's girl.,ang
384,Ses01F_script01_1_F042,406.3900,409.4600,"From your father's point of view, he is not dead and- Chris he still thinks he's still alive.  The girl is Larry's girl.",ang
385,Ses01F_script01_1_F043,412.7875,416.2484,"Now you can go on from there if you know where to go, but I'm telling you, I don't know where to go.",fru
386,Ses01F_script01_1_F044,420.3500,423.2141,"I don't know why it is, but every time I reach out for something I have to pull back because I am afraid other people will suffer. My whole bloody life, time after time.",fru
387,Ses01F_script01_1_M000,11.9892,15.1219,"You're a considerate fellow, there's nothing wrong in that.",neu
388,Ses01F_script01_1_M001,19.0456,22.3962,To hell with that.,neu
389,Ses01F_script01_1_M002,24.8000,35.9971,I just don't see why.  Have you asked Annie yet?,neu
390,Ses01F_script01_1_M003,38.6600,40.5300,I wanted to get this settled first.,neu
391,Ses01F_script01_1_M004,44.5500,47.2300,Well how do you know she's going to marry you?  Maybe she feels the same way your father does.,neu
392,Ses01F_script01_1_M005,51.4300,59.5500,"Well if she does, then that's it.  That's the end of it.  From her letters, though, I think she's pretty much forgotten him.",fru
393,Ses01F_script01_1_M006,62.1628,68.2500,And then we'll thrash it out with father.  Okay Mom?  Don't avoid me.,xxx
394,Ses01F_script01_1_M007,70.0764,78.8718,The trouble is you don't see enough women.  You never did.,neu
395,Ses01F_script01_1_M008,81.4068,89.4307,So what.  I'm not fast with women.,fru
396,Ses01F_script01_1_M009,89.7172,101.3800,Why does it have to be Annie?,fru
397,Ses01F_script01_1_M010,102.1000,104.7200,Because it is.,neu
398,Ses01F_script01_1_M011,108.1897,118.4700,Oh that's a great reason.  It's no reason at all.,fru
399,Ses01F_script01_1_M012,130.7600,134.5900,I don't know.,neu
400,Ses01F_script01_1_M013,141.0500,149.7500,"You haven't seen her since you went away to war, it's been five years.",fru
401,Ses01F_script01_1_M014,153.8860,155.8699,"I can't help it, I know her best.  I was brought up next door to her, you know?  These years when I think of someone for my wife, I think of Annie.",neu
402,Ses01F_script01_1_M015,161.9980,165.3487,"Mom, what do you want?  A diagram?",neu
403,Ses01F_script01_1_M016,169.7574,172.1800,I don't want a diagram.,neu
404,Ses01F_script01_1_M017,174.7833,177.7200,He thinks he's coming back Chris.,neu
405,Ses01F_script01_1_M018,179.2800,181.9475,"You marry that girl, you are pronouncing him dead...",fru
406,Ses01F_script01_1_M019,185.0300,195.2800,...and then what's that going to do to your father?  Do you know?  I don't.,ang
407,Ses01F_script01_1_M020,197.6000,199.7475,"All right, then, Mom. [BREATHING]",fru
408,Ses01F_script01_1_M021,224.7000,236.0500,Just give it some more thought.,fru
409,Ses01F_script01_1_M022,237.8000,240.4290,"I've given it three years of thought.  And I'd hope that if I waited, father would forget about Larry and then we could just have a regular wedding and everyone would be happy.",fru
410,Ses01F_script01_1_M023,245.2786,247.5700,"But if I can't do that here, I may have to go somewhere else.",neu
411,Ses01F_script01_1_M024,251.2965,261.0500,What the hell is this?,neu
412,Ses01F_script01_1_M025,262.6500,267.2119,"I'll get out.  I'll get married and I'll move somewhere else, maybe New York.",neu
413,Ses01F_script01_1_M026,269.7300,274.6626,Are you crazy?,fru
414,Ses01F_script01_1_M027,276.2400,278.3659,"I've been a good son for too long, a good sucker.",fru
415,Ses01F_script01_1_M028,281.5700,283.8900,You have a business here.  What the hell is this?,fru
416,Ses01F_script01_1_M029,285.9600,296.0300,The business?  The business doesn't inspire me.,fru
417,Ses01F_script01_1_M030,297.0000,300.0700,Oh.  Must you be inspired?,fru
418,Ses01F_script01_1_M031,318.2868,321.9800,"Yes.  I like it for an hour a day.  I don't care if I have to grub for money all day long, when I come home I want it happy.",fru
419,Ses01F_script01_1_M032,325.7300,336.5389,"I want some kids, I want a family, I want somebody that I can give myself to and Annie is in the center of that.  Now it's just where to find it.",fru
420,Ses01F_script01_1_M033,336.7373,342.3143,You mean to tell me that you would leave the business over this?,fru
421,Ses01F_script01_1_M034,344.4966,350.1500,"On this, I would.",neu
422,Ses01F_script01_1_M035,352.1016,356.8800,Well you don't want to think like that.,fru
423,Ses01F_script01_1_M036,359.0300,362.8200,Then help me stay here.,fru
424,Ses01F_script01_1_M037,363.8700,373.5675,"All right.  But you don't want to think like that because what the hell are we working for, Chris?  It's all for you.  This whole shooting match is for you.",fru
425,Ses01F_script01_1_M038,373.5975,383.1500,I know that.  Then just help me stay here.,fru
426,Ses01F_script01_1_M039,387.5000,390.1100,Just don't think like that.,neu
427,Ses01F_script01_1_M040,392.3100,395.6900,Well I am thinking like that.,neu
428,Ses01F_script01_1_M041,403.4300,407.0400,"I don't understand you, do I?",fru
429,Ses01F_script01_1_M042,408.9600,412.8536,No.  You don't.  I'm a pretty tough guy.,fru
430,Ses01F_script01_1_M043,415.9200,420.4807,I can see that.,fru
431,Ses01F_script01_2_F000,6.7800,10.5900,Why did he invite her here?,xxx
432,Ses01F_script01_2_F001,12.7100,17.2300,Why does that bother you?,xxx
433,Ses01F_script01_2_F002,21.2500,26.4100,"She's been in New York three and an half years, why all of a sudden?",xxx
434,Ses01F_script01_2_F003,39.9300,42.9600,Well maybe...maybe he just wanted to see her.,ang
435,Ses01F_script01_2_F004,44.3500,46.3000,Nobody comes seven hundred miles just to see.,ang
436,Ses01F_script01_2_F005,47.1000,50.8500,"What do you mean?  You know he lived next door to the girl his whole life, why wouldn't he want to see her?",ang
437,Ses01F_script01_2_F006,52.0300,56.4200,[BREATHING] You don't look at me like that.  He didn't tell me anything more than he told you.,ang
438,Ses01F_script01_2_F007,57.7600,66.6500,He's not going to marry her.,ang
439,Ses01F_script01_2_F008,67.4800,78.2600,How do you know he's even thinking about it?,ang
440,Ses01F_script01_2_F009,82.1200,91.2800,It's got that about it.,ang
441,Ses01F_script01_2_F010,92.3600,102.1700,Oh.  So what.,ang
442,Ses01F_script01_2_F011,102.2600,105.7600,"What is going on here, Joe?",ang
443,Ses01F_script01_2_F012,108.2000,122.3400,Now listen.,ang
444,Ses01F_script01_2_F013,122.4100,132.6200,She is not his girl.  She knows she's not.,ang
445,Ses01F_script01_2_F014,137.9800,140.6900,You can't read her mind.,fru
446,Ses01F_script01_2_M000,10.0840,13.4800,"Then why is she still single?  New York is full of men, why is she still single?  Probably a hundred people told her she's foolish, but she waited.",xxx
447,Ses01F_script01_2_M001,16.6300,21.6600,How do you know why she waited?,neu
448,Ses01F_script01_2_M002,25.7300,33.0800,"Because she knows what I know, that's why.  She's faithful as a rock.  In my darkest moments, I think of her waiting and I know that I'm right.",xxx
