,Unnamed: 0,file_ids,start_times,stop_times,texts,labels
5595,5595,Ses03M_script03_1_M015,92.1,98.93,You can put green paint all over your body and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word as long as you love me best.,xxx
582,582,Ses01F_script02_1_M017,104.25,111.23,Yeah.  But this..this moment on the beach is like the highlight of their little lives.  All that flopping around is laying eggs or what to do - spawning or mating or whatever.,xxx
2609,2609,Ses02F_script03_1_M028,179.56,181.65,I didn't hit you very hard.,neu
7716,7716,Ses04M_script03_2_F011,65.99,70.18,Presents?  A trivial little brooch.,xxx
6105,6105,Ses04F_impro07_F048,242.95,247.06,Right.,exc
9431,9431,Ses05M_script01_1_F006,48.95,58.84,What was he doing out here at four in the morning?,xxx
5920,5920,Ses04F_impro04_F003,34.02,46.01,Well I guess you're not trying hard enough.,fru
3123,3123,Ses02M_script01_1_F002,14.94,16.13,How could he see it? I was the first one up he was still in bed.,xxx
416,416,Ses01F_script01_1_M029,285.96,296.03,The business?  The business doesn't inspire me.,fru
88,88,Ses01F_impro03_F020,91.235,92.615,Oh.  I hadn't even thought about that.,xxx
2150,2150,Ses02F_impro08_F004,34.4217,41.707,"I know, I'm sorry.  It's-It's just that it's been a little frustrating because--",neu
6051,6051,Ses04F_impro06_M009,160.264,172.44,[LAUGHTER] You're probably right.  He probably would be pissed if we were all sitting around being upset about it. He'd want us to have a party.,sad
8359,8359,Ses05F_impro07_F037,174.65,175.73,not yet.,exc
3910,3910,Ses03F_impro07_F000,7.2915,9.6563,"Hey, Isabella.",xxx
7965,7965,Ses05F_impro03_F020,89.88,93.05,Yeah.,exc
4586,4586,Ses03F_script03_2_M044,316.63,327.67,"Beast or brute cad, swine beast beast brute.",ang
4010,4010,Ses03F_impro08_F028,160.46,165.05,-on average would use.,neu
6742,6742,Ses04F_script03_2_F016,90.92,95.7438,"That's a nice point of view, I must say.",fru
5328,5328,Ses03M_script01_3_F027,238.3796,241.9124,"Look, I've been ready for a long, long time now.",xxx
2516,2516,Ses02F_script02_2_M013,111.46,114.75,"No.  You think I knew that there'd be times when you'd look at me like a used Kleenex?  Or that I'd look at you and think, holy hell, when's the next flight to Alaska?",neu
9139,9139,Ses05M_impro04_F025,188.54,190.94,"I was just going to say that's your issue. Maybe you are going in too much. No, I mean, just",xxx
9769,9769,Ses05M_script02_2_F022,247.84,248.74,"Okey, They're just fish.  It's nothing to get traumatized over.",sad
8759,8759,Ses05F_script02_2_M012,114.7833,118.8934,"You think this is what I had in mind?  You think that when I propose I had this great fantasy going that four years down the road, we will end up on a beach arguing over fish. You think that I knew that there would be times when you will look at me like I am used Kleenex?  Or that I will look at you and think, holy hell what's the next flight to Alaska.",fru
5181,5181,Ses03M_script01_1_F013,117.0666,119.8625,Starting to dream about him again.  He's walking around at night again.,fru
6875,6875,Ses04M_impro02_F011,110.32,120.64,"Do you want to -- do you want to leave us behind?  I mean, I don't understand why you have to do this.",fru
1479,1479,Ses01M_script02_1_F006,96.27,98.1135,"Oh, no I can't tell though.  Although probably if you can't tell it probably isn't them right, yeah.  Probably going to be like unmistakable, right?",xxx
4332,4332,Ses03F_script02_1_M039,314.3795,327.0721,"where we stand for a massive celebration of sex and death. Oh, God, I'm giving myself goosebumps. Look, I'm all-all my hairs on my arms is sticking up.",exc
1347,1347,Ses01M_script01_1_M025,258.29,267.62,I'll do it.,xxx
4867,4867,Ses03M_impro04_M031,225.4,227.06,"I don't know.  I don't know.  I know I'm just going to have to keep on looking, keep on searching-",sad
7051,7051,Ses04M_impro05_F018,139.2728,142.67,"fifty dollars. No way, no.",fru
108,108,Ses01F_impro03_M013,65.6425,68.44,Oh.,hap
5628,5628,Ses03M_script03_2_F009,66.8046,68.2989,Just a little perhaps but nothing serious.,xxx
2664,2664,Ses02F_script03_2_M004,28.97,31.71,"Yes, I did.  Quite a lot.",xxx
4720,4720,Ses03M_impro03_F001,6.2964,7.8946,Hey.,exc
1692,1692,Ses01M_script03_1_M002,14.7657,16.8575,"Oh, will we like that?",xxx
9090,9090,Ses05M_impro03_M010,78.39,89.5469,"Yes, me too. Oh I am so in love.",hap
7219,7219,Ses04M_impro07_M016,110.86,112.64,"Okay.  Well that's cool, too, but like--",xxx
7974,7974,Ses05F_impro03_F029,123.75,129.86,"Yeah, we went to a really great jazz show, and um-",hap
2513,2513,Ses02F_script02_2_M010,79.4,81.13,"A new carpet?  A poodle?  Ice cream?  Back rub?  A suicide pact?  What?  What?  Carla, what the hell do you want?",neu
6535,6535,Ses04F_script02_1_M019,123.43,124.93,"like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs, like that.  There's mystery here and magic",xxx
1731,1731,Ses01M_script03_1_M041,283.31,285.75,"However, I do believe the real cause of that row was Peter Burden.",hap
8229,8229,Ses05F_impro05_M017,131.082,138.83,"Uh, so it was really heavy.",neu
1937,1937,Ses02F_impro03_M011,110.84,114.19,Okay.  All right.  So-[LAUGHTER]-quite a while.  I mean--That's-  That's good.  I'm so happy for you. [LAUGHTER],hap
5573,5573,Ses03M_script03_1_F025,216.25,223.1175,"[LAUGHTER] Oh, darling.  You mustn't be serious, that's just what they want.",xxx
8009,8009,Ses05F_impro03_M003,11.01,12.62,Yeah.,exc
5921,5921,Ses04F_impro04_F004,58.36,67.8,I am try-  it's been three years,fru
6918,6918,Ses04M_impro02_M022,211.83,215.29,"It's a free world.  I can go where I want.  Wherever you are, that's where we're going to go.",fru
5168,5168,Ses03M_script01_1_F000,6.6092,11.777,What's he going to say?  Maybe we ought to talk to him before he sees it.,neu
4989,4989,Ses03M_impro05b_M019,144.25,146.215,Okay.  Get on the phone and figure out where my luggage is and tell me when it's going to get there alright?,neu
6319,6319,Ses04F_script01_1_F037,300.77,303.21,You know it's not only my business.,ang
3207,3207,Ses02M_script01_1_M044,344.49,346.97,"No, you don't. I'm a pretty tough guy.",fru
8021,8021,Ses05F_impro03_M015,60.26,63.51,"Yeah, we all have to hang out now.",xxx
3290,3290,Ses02M_script01_3_M015,131.9138,134.7458,I don't know how to start.,exc
5098,5098,Ses03M_impro08a_M006,68.6402,77.553,Well you're not helping me at all.  God this is so frustrating.,neu
8604,8604,Ses05F_script01_3_F019,208.8263,215.3462,"I- I -I have no imagination, that's all I know what to say, I-I'm embarrassing you. I I didn't want to tell you here.  I wanted it to be some place different, some place where we could be new to each other you know.",xxx
2751,2751,Ses02M_impro01_M018,119.1904,126.0898,Right. So maybe you should go home now and get your paperwork and come back.,ang
5369,5369,Ses03M_script01_3_M033,286.2625,297.9175,"And I went to work with dad and that rat race again and I felt what you said, ashamed.  Somehow because nobody was changed at all.",sad
673,673,Ses01F_script02_2_M015,138.62,144.145,This? What is this?  This is nothing.  This isn't even anything.,fru
3400,3400,Ses02M_script02_2_F019,177.39,182.97,"Twice is every time we've tried, that's ever.",sad
8400,8400,Ses05F_impro08_F001,17.73,18.88,"Oh, thank God.  Do you know how long I've been on the phone for half an hour trying to talk to a freaking human being.",neu
6421,6421,Ses04F_script01_3_F007,44.32,47.89,"In the first place, your mother as much as told me to go.",xxx
3964,3964,Ses03F_impro07_M018,96.1027,104.0948,"Hell, yeah. Pass out.",sur
9003,9003,Ses05M_impro02_F013,109.72,112.02,"I don't have a choice.  I have to go.  If I don't go, they'll come and take me.",sad
9341,9341,Ses05M_impro07_M022,92.38,99.5,"But, uh--",exc
9757,9757,Ses05M_script02_2_F010,85.51,102,"uh, Carla Can I ask you a question?  no, don't get upset, but are you having your period?",ang
6193,6193,Ses04F_impro07_M056,274.37,277.2593,I dork.,xxx
3487,3487,Ses02M_script03_1_F012,70.1807,71.6825,What do we do if they suddenly walk in on us?,exc
1470,1470,Ses01M_script01_3_M041,460.4,463.85,Annie...,sad
500,500,Ses01F_script01_3_M000,8.59,13.17,Give me a kiss.,neu
795,795,Ses01F_script03_2_F016,121.95,126.54,"That's a nice point of view, I must say.",ang
510,510,Ses01F_script01_3_M010,115.2878,126.545,No. What is it?  Is it your mother?,hap
8649,8649,Ses05F_script01_3_M037,377.39,393.2457,"I I want you now, Annie.",sad
9152,9152,Ses05M_impro04_F038,270.54,274.36,"No.  I'm not getting defensive.  I'm not getting defensive.  No. I asked you a question, you told me.  What?",xxx
4695,4695,Ses03M_impro02_M014,97.2198,100.0452,I know.  I know.  But they really need some good guys there.,xxx
4773,4773,Ses03M_impro03_M011,71.6292,79.4853,Cause she was a little confused at first but then she said yes.,exc
1650,1650,Ses01M_script03_1_F002,16.38,19.74,I wonder.,fea
8708,8708,Ses05F_script02_2_F000,9.58,11.9629,"Well, so?  What do you think?",xxx
4099,4099,Ses03F_script01_1_M006,55.2873,58.6264,I didn't ask Annie yet.,neu
7845,7845,Ses05F_impro01_M006,52.11,59.09,"what The lady, what? the janitor?",fru
6974,6974,Ses04M_impro03_M016,131.43,136.69,It's fantastic.  I -- congratulations. It's amazing.,xxx
5676,5676,Ses03M_script03_2_M011,72.2685,76.4495,"Mmm, you must've had a riotous time.  No restraint at all, very enjoyable.  You never had much anyhow.",ang
3844,3844,Ses03F_impro05_M001,25.585,29.95,Fifteen percent?,fru
6107,6107,Ses04F_impro07_F050,255.93,258.38,"So this works out perfectly.  Because I was worried if I didn't get in to U.S.C., then I would have to go somewhere far away and then-",exc
1458,1458,Ses01M_script01_3_M029,307.7375,320.03,"I thought I would change everything you know, and I got back here and it was- it was like nothing had changed at all...",sad
9203,9203,Ses05M_impro05_F008,52.36,53.6,"I was coming from um the Midwest, like Iowa.",neu
5228,5228,Ses03M_script01_1_M013,115.5726,117.6116,But from her letters I think she's forgotten him.  I'll find out.,xxx
9790,9790,Ses05M_script02_2_M004,36.34,38.54,No.,xxx
5840,5840,Ses04F_impro03_F027,141.36,143.51,"Okey Well- well-, you know what?  I was hoping that you would help",xxx
4252,4252,Ses03F_script01_3_M028,245.2517,248.2431,It takes a little while to toss that off. Because they weren't just men.,sad
1155,1155,Ses01M_impro06_F006,76.5016,79.03,God I've told this story so many times. Umm.,sad
4058,4058,Ses03F_script01_1_F019,153.9832,156.7749,Being dishonest with him. That kind of thing always pays off and now it's paying off.,neu
4890,4890,Ses03M_impro05a_F012,74.25,80.89,You don't know where we're at?,neu
4525,4525,Ses03F_script03_2_F027,198.9675,200.97,It's become a habit with you.,fru
2189,2189,Ses02F_impro08_M015,148.3729,154.4831,Yeah--I completely understand.  It's a difficult process sometimes and we want to make traveling as easy as possible.,neu
623,623,Ses01F_script02_2_F013,113.39,115.78,"Don't ask me that.  I hate it when you ask me that, you always ask me that.  It's insulting.",fru
6618,6618,Ses04F_script02_2_M011,105.61,108.34,A vacation?,fru
6835,6835,Ses04M_impro01_F018,133.02,137.43,"Look, can you please just-- --make this -- look, I look--",ang
7841,7841,Ses05F_impro01_M002,26.65,31.48,Don't ask me to have somebody else come over here and move you myself.  I can't come back over there.  I'll get security if you need me to.,xxx
6080,6080,Ses04F_impro07_F023,108.46,109.79,And a taser and a knife.,xxx
9854,9854,Ses05M_script03_1_F027,219.86,221.81,"All the futile mortals who try to make life unbearable.  Laugh at them, Be flippant.  Laugh at everything, all their sacred shibboleths.",xxx
8259,8259,Ses05F_impro05_M047,343.97,346.4064,"And while I really would love to be able to hand you your bag right now, obviously I can't do that.",fru
5824,5824,Ses04F_impro03_F011,65.98,67.427,"I'm invited, right.",exc
9589,9589,Ses05M_script01_2_F003,31.32,33.73,"Well, maybe maybe he just wanted to see her again.",xxx
6815,6815,Ses04F_script03_2_M044,235.95,240.83,"You're a mean, evil minded, little tempered witch. I hope to God I never set eyes on you again as long as I live. Whore.",ang
3578,3578,Ses02M_script03_2_F039,235.846,240.0792,Be quiet.,ang
5400,5400,Ses03M_script02_1_F017,236.4483,238.048,Yes.,xxx
4868,4868,Ses03M_impro04_M032,227.68,230.37,"and I'm never going to find anything probably but I'll just keep working hard at it-- Yeah. Okay.  Positive, I'm going to do good, find that job.",xxx
1318,1318,Ses01M_script01_1_F040,397.1175,408.98,So it's okay then?  I'm just going to go ahead with it?,ang
9352,9352,Ses05M_impro07_M033,139.74,140.76,the way to do it.,exc
2319,2319,Ses02F_script01_2_M016,114,116.5,Look at you.  Look at you shaking.,ang
2152,2152,Ses02F_impro08_F006,49.8493,56.3328,Okay.,neu
4634,4634,Ses03M_impro01_M021,116.7183,119.1207,"I have it.  I'm taking it.  Doesn't mean I'm going to do anything with it.--Get out of my line!  This is my line.  Get out.  All these people--Sir, you are causing a mob in this department.",fru
3146,3146,Ses02M_script01_1_F025,206.62,210.61,"Can you prove it, how can you prove it?",neu
5244,5244,Ses03M_script01_1_M029,245.8575,248.1426,Are you crazy?,neu
4345,4345,Ses03F_script02_2_F007,77.4436,80.7886,Exactly. Everyone else is told the same thing. It keeps them feeling excited. Keeps them coming back. Keeps them thinking life's going to start at any minute now.,xxx
8485,8485,Ses05F_script01_1_F019,170.7,174.97,"What do you mean, dishonest?",xxx
3677,3677,Ses03F_impro02_F023,156.325,158.6525,"Yeah, and uh--",sad
5378,5378,Ses03M_script01_3_M042,375.2492,382.1793,"that includes me too, I mean and the money, you have right to that money.  Your father put planes up in the air, good planes and he deserves it, you should be proud of that.  A man should be paid for that.",sad
5970,5970,Ses04F_impro04_M019,161.85,166.64,"Hey, I'd love to help you but I- you don't have the kind of training that I-",neu
5654,5654,Ses03M_script03_2_F035,236.0953,240.4272,That reply has broken my heart.,xxx
8645,8645,Ses05F_script01_3_M033,319.6242,333.7856,And I felt what you said- ashamed somehow-because nobody had changed at all.  It seemed to make suckers out of a whole lot of guys. and,sad
9667,9667,Ses05M_script01_3_M018,177.18,179.11,"You remember when I was overseas, I was in command of a company?",sur
14,14,Ses01F_impro01_F014,97.89,102.96,How am I supposed to get an ID without an ID?  How does a person get an ID in the first place?,neu
1702,1702,Ses01M_script03_1_M012,61.94,63.7624,"Let's pity the poor philosophers, huh?  Let's enjoy the party for as long as we can, okay?  Let's blow trumpets and squeakers and sit like small idiotic school children. [LAUGHTER]",hap
799,799,Ses01F_script03_2_F020,143.64,146.38,"I'll have a little, I think.",xxx
6883,6883,Ses04M_impro02_F019,209.74,213.66,"Why not?  You could, at least, try.  They have to understand",fru
3065,3065,Ses02M_impro08_F007,63.8928,69.3915,"like press nine, press zero, press back to the menu, like I can't get through to what I'm supposed to get through to.",neu
3509,3509,Ses02M_script03_1_M004,20.3799,22.092,"Well, what happens if one of us dies, does the one that's left still laugh?",xxx
6188,6188,Ses04F_impro07_M051,240.46,243.75,But that'll fit you  because you're a dork.,neu
1616,1616,Ses01M_script02_2_M023,241.59,255.455,"Yeah, it is.",neu
7991,7991,Ses05F_impro03_F046,217.48,220.85,Are you going to do it in town or are you out of town?,hap
8116,8116,Ses05F_impro04_F041,365.91,368.46,Is that honestly what you think?,neu
333,333,Ses01F_impro07_M011,78.84,81.36,You have to get married.  Well you are married to Chuck.  You're Mrs. Nash.  Not to be confused with Mrs. Dash which is the popular seasoning.,xxx
7809,7809,Ses04M_script03_2_M051,287.38,289.16,"You're a mean, evil minded",ang
1760,1760,Ses01M_script03_2_F027,220.25,222.7,You can hardly call three glasses of liquor in a whole evening going on and on and on.,ang
1488,1488,Ses01M_script02_1_F015,193.62,195.95,"You keep saying ""my flashlight"" like somehow it's just yours. How's that supposed to make me feel?",xxx
